zipCode,zone,trange,zonetitle,lastSpringFrost,firstFallFrost
58565,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
58566,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
58568,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
58569,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
58570,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
58571,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
58572,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
58573,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
58575,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
58576,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
58577,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
58579,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
58580,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
58581,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
58601,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
58602,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
58620,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
58621,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
58622,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
58623,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
58625,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
58626,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
58627,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
58630,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
58631,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
58632,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
58634,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
58636,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
58638,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
58639,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
58640,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
58641,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
58642,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
58643,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
58644,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
58645,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
58646,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
58647,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
58649,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
58650,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
58651,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
58652,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
58653,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
58654,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
58655,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
58656,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
58701,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
58702,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
58703,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
58704,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
58705,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
58707,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
58710,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
58711,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
58712,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
58713,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
58716,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
58718,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
58721,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
58722,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
58723,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
58725,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
58727,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
58730,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
58731,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
58733,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
58734,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
58735,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
58736,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
58737,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
58740,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
58741,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
58744,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
58746,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
58748,3a,-40 to -35,3a: -40 to -35,2000-04-05,2000-10-02
58750,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
58752,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
58755,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
58756,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
58757,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
58758,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
58759,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
58760,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
58761,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
58762,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
58763,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
58765,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
58768,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
58769,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
58770,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
58771,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
58772,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
58773,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
58775,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
58776,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
58778,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
58779,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
58781,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
58782,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
58783,3a,-40 to -35,3a: -40 to -35,2000-04-05,2000-10-02
58784,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
58785,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
58787,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
58788,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
58789,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
58790,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
58792,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
58793,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
58794,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
58795,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
58801,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
58802,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
58803,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
58830,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
58831,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
58833,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
58835,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
58838,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
58843,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
58844,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
58845,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
58847,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
58849,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
58852,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
58853,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
58854,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
58856,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
59001,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
59002,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
59003,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59004,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59006,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
59007,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
59008,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
59010,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59011,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
59012,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59013,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
59014,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
59015,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
59016,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59018,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
59019,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
59020,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59022,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59024,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59025,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59026,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
59027,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
59028,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
59029,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
59030,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
59031,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59032,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
59033,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
59034,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
59035,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
59036,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
59037,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
59038,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59039,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59041,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
59043,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59044,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
59046,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
59047,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
59050,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
59052,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
59053,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59054,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59055,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59057,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
59058,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59059,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59061,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
59062,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
59063,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
59064,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
59065,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
59066,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
59067,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
59068,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
59069,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
59070,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
59071,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
59072,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
59073,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
59074,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59075,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
59076,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59077,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59078,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59079,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
59081,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59082,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
59083,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59084,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59085,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59086,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59087,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59088,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
59089,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
59101,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
59102,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
59103,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
59104,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
59105,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
59106,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
59107,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
59108,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
59111,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
59112,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
59114,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
59115,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
59116,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
59117,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
59201,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
59211,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
59212,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
59213,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
59214,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59215,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
59217,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59218,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
59219,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
59221,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59222,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59223,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59225,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
59226,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
59230,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59231,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59240,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
59241,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
59242,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
59243,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59244,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
59247,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
59248,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59250,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
59252,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
59253,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
59254,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
59255,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
59256,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
59257,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
59258,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
59259,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59260,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
59261,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
59262,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59263,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
59270,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59273,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
59274,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
59275,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
59276,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
59301,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59311,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59312,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59313,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59314,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59315,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59316,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59317,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59318,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
59319,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59322,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
59323,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
59324,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
59326,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59327,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59330,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59332,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59333,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59336,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
59337,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
59338,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59339,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
59341,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59343,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59344,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59345,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59347,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59349,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
59351,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59353,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59354,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59401,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59402,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59403,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59404,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59405,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59406,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59410,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59411,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59412,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59414,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59416,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59417,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59418,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59419,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59420,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59421,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59422,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59424,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59425,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59427,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59430,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59432,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59433,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59434,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59435,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59436,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
59440,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59441,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
59442,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59443,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59444,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59446,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59447,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59448,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59450,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59451,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59452,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59453,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59454,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59456,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59457,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59460,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59461,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59462,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
59463,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59464,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
59465,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59466,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59467,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59468,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59469,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59471,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59472,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59474,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59477,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59479,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59480,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59482,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59483,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59484,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59485,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59486,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59487,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59489,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59501,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59520,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59521,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59522,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
59523,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
59524,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59525,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
59526,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
59527,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59528,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
59529,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
59530,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59531,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59532,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
59535,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
59537,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
59538,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
59540,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59542,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
59544,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
59545,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
59546,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
59547,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
59601,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
59602,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
