zipCode,zone,trange,zonetitle,lastSpringFrost,firstFallFrost
55436,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55437,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55438,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55439,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55440,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55441,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55442,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55443,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55444,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55445,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55446,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55447,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55448,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55449,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55450,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
55454,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55455,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55458,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55459,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55460,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55467,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55470,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55472,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55473,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55474,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55478,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55479,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55480,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55483,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55484,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55485,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55486,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55487,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55488,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55550,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55553,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55554,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55558,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55569,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55570,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55571,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55572,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55573,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55574,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55575,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55576,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55577,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55578,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55579,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55592,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55593,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55594,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55595,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55596,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55597,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55598,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55599,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55601,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55602,3a,-40 to -35,3a: -40 to -35,2000-04-05,2000-10-02
55603,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
55604,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
55605,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
55606,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
55607,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
55609,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55612,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
55613,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55614,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55615,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
55616,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55702,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
55703,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
55704,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
55705,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
55706,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
55707,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
55708,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
55709,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
55710,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
55711,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
55712,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
55713,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
55716,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
55717,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
55718,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
55719,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
55720,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
55721,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
55722,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
55723,3a,-40 to -35,3a: -40 to -35,2000-04-05,2000-10-02
55724,3a,-40 to -35,3a: -40 to -35,2000-04-05,2000-10-02
55725,3a,-40 to -35,3a: -40 to -35,2000-04-05,2000-10-02
55726,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
55730,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
55731,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
55732,3a,-40 to -35,3a: -40 to -35,2000-04-05,2000-10-02
55733,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
55734,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
55735,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
55736,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
55738,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
55741,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
55742,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
55744,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
55745,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
55746,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
55748,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
55749,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
55750,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
55751,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
55752,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
55753,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
55756,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
55757,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
55758,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
55760,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
55763,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
55764,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
55765,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
55766,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
55767,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
55768,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
55769,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
55771,3a,-40 to -35,3a: -40 to -35,2000-04-05,2000-10-02
55772,3a,-40 to -35,3a: -40 to -35,2000-04-05,2000-10-02
55775,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
55777,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
55779,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
55780,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
55781,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
55782,3a,-40 to -35,3a: -40 to -35,2000-04-05,2000-10-02
55783,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
55784,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
55785,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
55786,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
55787,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
55790,3a,-40 to -35,3a: -40 to -35,2000-04-05,2000-10-02
55791,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
55792,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
55793,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
55795,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
55796,3a,-40 to -35,3a: -40 to -35,2000-04-05,2000-10-02
55797,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
55798,3b,-35 to -30,3b: -35 to -30,2000-04-05,2000-10-02
55801,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
55802,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55803,4a,-30 to -25,4a: -30 to -25,2000-04-05,2000-10-02
55804,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55805,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55806,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55807,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55808,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55810,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55811,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55812,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55814,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55815,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55816,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55901,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55902,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55903,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55904,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55905,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55906,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55909,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55910,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55912,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55917,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55918,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55919,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55920,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55921,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55922,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55923,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55924,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55925,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55926,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55927,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55929,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55931,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55932,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55933,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55934,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55935,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55936,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55939,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55940,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55941,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55942,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55943,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55944,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55945,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55946,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55947,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55949,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55950,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55951,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55952,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55953,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55954,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55955,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55956,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55957,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55959,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55960,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55961,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55962,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55963,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55964,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55965,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55967,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55968,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55969,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55970,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55971,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55972,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55973,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55974,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55975,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55976,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55977,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55979,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55981,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55982,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55983,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55985,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55987,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55988,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55990,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55991,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
55992,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56001,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56002,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56003,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56007,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56009,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56010,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56011,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56013,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56014,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56016,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56017,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56019,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56020,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56021,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56022,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56023,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56024,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56025,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56026,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56027,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56028,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56029,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56030,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56031,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
56032,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56033,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56034,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56035,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56036,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56037,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56039,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
56041,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56042,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56043,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56044,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56045,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56046,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56047,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56048,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56050,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56051,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
56052,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56054,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56055,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56056,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56057,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56058,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56060,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56062,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56063,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56065,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56068,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56069,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56071,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56072,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56073,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56074,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56075,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
56078,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56080,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56081,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
56082,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56083,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56084,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56085,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56087,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56088,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56089,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56090,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56091,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56093,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56096,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56097,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56098,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56101,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56110,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56111,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56113,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56114,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56115,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56116,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56117,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56118,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56119,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56120,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56121,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
56122,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56123,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56125,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56127,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
56128,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56129,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56131,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56132,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56134,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56136,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56137,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56138,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56139,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56140,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56141,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56142,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56143,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56144,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56145,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56146,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56147,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56149,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56150,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56151,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56152,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56153,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56155,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56156,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56157,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56158,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56159,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56160,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56161,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56162,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56164,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56165,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56166,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56167,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56168,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56169,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56170,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56171,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
56172,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56173,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56174,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56175,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56176,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56178,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56180,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56181,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
56183,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56185,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56186,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56187,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56201,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56207,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56208,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56209,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56210,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
56211,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
